faction_episode_id;faction_id;faction_name ;faction_party_ids;parliament_id;seats;faction_start;faction_end
DE_NT-BT_1957__DE_SPD_NT__30;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;182;09nov1960;14dec1960
DE_NT-BT_1957__DE_SPD_NT__31;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;181;15dec1960;19dec1960
DE_NT-BT_1957__DE_SPD_NT__32;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;182;20dec1960;23feb1961
DE_NT-BT_1957__DE_SPD_NT__33;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;181;24feb1961;17aug1961
DE_NT-BT_1957__DE_SPD_NT__34;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;180;18aug1961;22sep1961
DE_NT-BT_1957__DE_SPD_NT__35;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;179;23sep1961;28sep1961
DE_NT-BT_1957__DE_SPD_NT__36;DE_NT-BT_1957__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1957;180;29sep1961;15oct1961
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__1;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;250;17oct1961;15nov1961
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__2;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;16nov1961;29jan1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__3;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;30jan1962;01feb1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__4;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;02feb1962;13feb1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__5;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;14feb1962;18feb1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__6;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;19feb1962;22mar1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__7;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;23mar1962;26mar1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__8;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;27mar1962;28apr1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__9;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;29apr1962;08may1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__10;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;09may1962;08jun1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__11;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;09jun1962;26jun1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__12;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;27jun1962;25jul1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__13;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;26jul1962;31jul1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__14;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;01aug1962;19sep1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__15;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;20sep1962;28sep1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__16;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;29sep1962;03oct1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__17;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;04oct1962;07dec1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__18;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;08dec1962;09dec1962
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__19;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;10dec1962;05feb1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__20;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;06feb1963;14feb1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__21;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;15feb1963;26mar1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__22;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;27mar1963;31mar1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__23;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;01apr1963;02may1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__24;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;03may1963;08may1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__25;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;09may1963;05aug1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__26;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;06aug1963;08aug1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__27;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;09aug1963;20aug1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__28;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;21aug1963;23aug1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__29;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;24aug1963;21oct1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__30;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;22oct1963;27oct1963
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__31;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;28oct1963;07jan1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__32;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;08jan1964;19jan1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__33;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;20jan1964;15apr1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__34;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;16apr1964;19apr1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__35;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;20apr1964;29may1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__36;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;30may1964;10jun1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__37;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;11jun1964;15jul1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__38;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;16jul1964;20jul1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__39;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;21jul1964;28sep1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__40;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;29sep1964;07oct1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__41;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;246;08oct1964;11oct1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__42;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;12oct1964;25oct1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__43;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;26oct1964;14nov1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__44;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;15nov1964;16nov1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__45;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;246;17nov1964;22nov1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__46;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;247;25nov1964;29nov1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__47;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;30nov1964;03dec1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__48;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;04dec1964;11dec1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__49;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;12dec1964;21dec1964
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__50;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;22dec1964;05jan1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__51;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;06jan1965;15jan1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__52;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;16jan1965;01jun1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__53;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;02jun1965;07jun1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__54;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;08jun1965;24jun1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__55;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;25jun1965;29jun1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__56;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;249;30jun1965;08oct1965
DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT__57;DE_NT-BT_1961__DE_CDU_NT--DE_CSU_NT;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;"DE_CDU_NT;DE_CSU_NT";DE_NT-BT_1961;248;09oct1965;17oct1965
DE_NT-BT_1961__DE_FDP_NT__1;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;67;17oct1961;04dec1962
DE_NT-BT_1961__DE_FDP_NT__2;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;67;06dec1962;17jan1963
DE_NT-BT_1961__DE_FDP_NT__3;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;66;18jan1963;23jan1963
DE_NT-BT_1961__DE_FDP_NT__4;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;67;24jan1963;21jul1963
DE_NT-BT_1961__DE_FDP_NT__5;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;66;22jul1963;25jul1963
DE_NT-BT_1961__DE_FDP_NT__6;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;67;26jul1963;03jun1964
DE_NT-BT_1961__DE_FDP_NT__7;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;66;04jun1964;27aug1964
DE_NT-BT_1961__DE_FDP_NT__8;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;65;28aug1964;31aug1964
DE_NT-BT_1961__DE_FDP_NT__9;DE_NT-BT_1961__DE_FDP_NT;Fraktion der Freien Demokratischen Partei;DE_FDP_NT;DE_NT-BT_1961;66;01sep1964;17oct1965
DE_NT-BT_1961__DE_none_NT__1;DE_NT-BT_1961__DE_none_NT;Fraktionslos;DE_none_NT;DE_NT-BT_1961;1;20sep1962;17oct1965
DE_NT-BT_1961__DE_SPD_NT__1;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;17oct1961;03nov1961
DE_NT-BT_1961__DE_SPD_NT__2;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;04nov1961;09nov1961
DE_NT-BT_1961__DE_SPD_NT__3;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;10nov1961;13dec1961
DE_NT-BT_1961__DE_SPD_NT__4;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;14dec1961;19dec1961
DE_NT-BT_1961__DE_SPD_NT__5;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;201;20dec1961;21dec1961
DE_NT-BT_1961__DE_SPD_NT__6;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;22dec1961;27dec1961
DE_NT-BT_1961__DE_SPD_NT__7;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;201;28dec1961;31dec1961
DE_NT-BT_1961__DE_SPD_NT__8;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;01jan1962;04jan1962
DE_NT-BT_1961__DE_SPD_NT__9;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;06jan1962;10jan1962
DE_NT-BT_1961__DE_SPD_NT__10;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;11jan1962;19jan1962
DE_NT-BT_1961__DE_SPD_NT__11;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;201;20jan1962;24jan1962
DE_NT-BT_1961__DE_SPD_NT__12;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;26jan1962;18feb1962
DE_NT-BT_1961__DE_SPD_NT__13;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;19feb1962;21feb1962
DE_NT-BT_1961__DE_SPD_NT__14;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;22feb1962;11may1962
DE_NT-BT_1961__DE_SPD_NT__15;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;12may1962;20may1962
DE_NT-BT_1961__DE_SPD_NT__16;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;21may1962;10jul1962
DE_NT-BT_1961__DE_SPD_NT__17;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;11jul1962;15jul1962
DE_NT-BT_1961__DE_SPD_NT__18;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;16jul1962;08feb1963
DE_NT-BT_1961__DE_SPD_NT__19;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;09feb1963;14feb1963
DE_NT-BT_1961__DE_SPD_NT__20;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;15feb1963;09apr1963
DE_NT-BT_1961__DE_SPD_NT__21;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;10apr1963;17apr1963
DE_NT-BT_1961__DE_SPD_NT__22;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;18apr1963;08may1963
DE_NT-BT_1961__DE_SPD_NT__23;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;09may1963;16may1963
DE_NT-BT_1961__DE_SPD_NT__24;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;201;17may1963;21may1963
DE_NT-BT_1961__DE_SPD_NT__25;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;22may1963;30may1963
DE_NT-BT_1961__DE_SPD_NT__26;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;31may1963;24sep1963
DE_NT-BT_1961__DE_SPD_NT__27;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;25sep1963;29sep1963
DE_NT-BT_1961__DE_SPD_NT__28;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;30sep1963;14dec1963
DE_NT-BT_1961__DE_SPD_NT__29;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;15dec1963;18dec1963
DE_NT-BT_1961__DE_SPD_NT__30;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;19dec1963;07mar1964
DE_NT-BT_1961__DE_SPD_NT__31;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;202;08mar1964;11mar1964
DE_NT-BT_1961__DE_SPD_NT__32;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;12mar1964;03jun1964
DE_NT-BT_1961__DE_SPD_NT__33;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;204;04jun1964;11aug1964
DE_NT-BT_1961__DE_SPD_NT__34;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;12aug1964;17aug1964
DE_NT-BT_1961__DE_SPD_NT__35;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;204;18aug1964;06sep1964
DE_NT-BT_1961__DE_SPD_NT__36;DE_NT-BT_1961__DE_SPD_NT;Fraktion der Sozialdemokratischen Partei Deutschlands;DE_SPD_NT;DE_NT-BT_1961;203;07sep1964;10sep1964
