elec_id;district_id;parliament_id;election_date;election_type;election_mode;parliament_id_of_electing_parliament;election_hierarchy;election_round;district_votes_total
NL_NT-TK_1998__Netherlands[1-4]__06may1998;NL_NT-TK_1998__Netherlands[1-4];NL_NT-TK_1998;06may1998;regular;popular;;main-election;1;
NL_NT-TK_1998__Netherlands[16-18]__06may1998;NL_NT-TK_1998__Netherlands[16-18];NL_NT-TK_1998;06may1998;regular;popular;;main-election;1;
NL_NT-TK_1998__Netherlands[5|8-11]__06may1998;NL_NT-TK_1998__Netherlands[5|8-11];NL_NT-TK_1998;06may1998;regular;popular;;main-election;1;
NL_NT-TK_1998__Netherlands[6-7]__06may1998;NL_NT-TK_1998__Netherlands[6-7];NL_NT-TK_1998;06may1998;regular;popular;;main-election;1;
NL_NT-TK_2002__Netherlands[1-3]__15may2002;NL_NT-TK_2002__Netherlands[1-3];NL_NT-TK_2002;15may2002;early;popular;;main-election;1;
NL_NT-TK_2002__Netherlands[4|6-7]__15may2002;NL_NT-TK_2002__Netherlands[4|6-7];NL_NT-TK_2002;15may2002;early;popular;;main-election;1;
NL_NT-TK_2002__Netherlands[5|8]__15may2002;NL_NT-TK_2002__Netherlands[5|8];NL_NT-TK_2002;15may2002;early;popular;;main-election;1;
NL_NT-TK_2003__Netherlands[12-15]__22jan2003;NL_NT-TK_2003__Netherlands[12-15];NL_NT-TK_2003;22jan2003;early;popular;;main-election;1;
NL_NT-TK_2003__Netherlands[1-3]__22jan2003;NL_NT-TK_2003__Netherlands[1-3];NL_NT-TK_2003;22jan2003;early;popular;;main-election;1;
NL_NT-TK_2003__Netherlands[4|6-7]__22jan2003;NL_NT-TK_2003__Netherlands[4|6-7];NL_NT-TK_2003;22jan2003;early;popular;;main-election;1;
NL_NT-TK_2003__Netherlands[5|8]__22jan2003;NL_NT-TK_2003__Netherlands[5|8];NL_NT-TK_2003;22jan2003;early;popular;;main-election;1;
NL_NT-TK_2003__Netherlands[9-11]__22jan2003;NL_NT-TK_2003__Netherlands[9-11];NL_NT-TK_2003;22jan2003;early;popular;;main-election;1;
NL_NT-TK_2002__Netherlands[12-15]__15may2002;NL_NT-TK_2002__Netherlands[12-15];NL_NT-TK_2002;15may2002;early;popular;;main-election;1;
NL_NT-TK_2002__Netherlands[17-18]__15may2002;NL_NT-TK_2002__Netherlands[17-18];NL_NT-TK_2002;15may2002;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[12|15]__22nov2006;NL_NT-TK_2006__Netherlands[12|15];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[1-3]__22nov2006;NL_NT-TK_2006__Netherlands[1-3];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[13-14]__22nov2006;NL_NT-TK_2006__Netherlands[13-14];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[4|6-7]__22nov2006;NL_NT-TK_2006__Netherlands[4|6-7];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[5|8]__22nov2006;NL_NT-TK_2006__Netherlands[5|8];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[9-11]__22nov2006;NL_NT-TK_2006__Netherlands[9-11];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[12-16]__22nov2006;NL_NT-TK_2006__Netherlands[12-16];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[1-5]__22nov2006;NL_NT-TK_2006__Netherlands[1-5];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[6-7|17-19]__22nov2006;NL_NT-TK_2006__Netherlands[6-7|17-19];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
NL_NT-TK_2006__Netherlands[8-11]__22nov2006;NL_NT-TK_2006__Netherlands[8-11];NL_NT-TK_2006;22nov2006;early;popular;;main-election;1;
DE_NT-BT_2017__Mainz__24sep2017;DE_NT-BT_2017__Mainz;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Neustadt-Speyer__24sep2017;DE_NT-BT_2017__Neustadt-Speyer;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Kiel__24sep2017;DE_NT-BT_2017__Kiel;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Uckermark-Barnim-I__24sep2017;DE_NT-BT_2017__Uckermark-Barnim-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Oberhavel-Havelland-II__24sep2017;DE_NT-BT_2017__Oberhavel-Havelland-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Maerkisch-Oderland-Barnim-II__24sep2017;DE_NT-BT_2017__Maerkisch-Oderland-Barnim-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Cottbus-Spree-Neisse__24sep2017;DE_NT-BT_2017__Cottbus-Spree-Neisse;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Elbe-Elster-Oberspreewald-Lausitz-II__24sep2017;DE_NT-BT_2017__Elbe-Elster-Oberspreewald-Lausitz-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Prignitz-Ostprignitz-Ruppin-Havelland-I__24sep2017;DE_NT-BT_2017__Prignitz-Ostprignitz-Ruppin-Havelland-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Frankfurt--Oder-Oder-Spree__24sep2017;DE_NT-BT_2017__Frankfurt--Oder-Oder-Spree;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Pankow__24sep2017;DE_NT-BT_2017__Berlin-Pankow;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Reinickendorf__24sep2017;DE_NT-BT_2017__Berlin-Reinickendorf;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Spandau-Charlottenburg-Nord__24sep2017;DE_NT-BT_2017__Berlin-Spandau-Charlottenburg-Nord;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Steglitz-Zehlendorf__24sep2017;DE_NT-BT_2017__Berlin-Steglitz-Zehlendorf;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Tempelhof-Schoeneberg__24sep2017;DE_NT-BT_2017__Berlin-Tempelhof-Schoeneberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Neukoelln__24sep2017;DE_NT-BT_2017__Berlin-Neukoelln;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Treptow-Koepenick__24sep2017;DE_NT-BT_2017__Berlin-Treptow-Koepenick;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Marzahn-Hellersdorf__24sep2017;DE_NT-BT_2017__Berlin-Marzahn-Hellersdorf;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Mitte__24sep2017;DE_NT-BT_2017__Berlin-Mitte;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Charlottenburg-Wilmersdorf__24sep2017;DE_NT-BT_2017__Berlin-Charlottenburg-Wilmersdorf;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Berlin-Lichtenberg__24sep2017;DE_NT-BT_2017__Berlin-Lichtenberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Nuertingen__24sep2017;DE_NT-BT_2017__Nuertingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Heilbronn__24sep2017;DE_NT-BT_2017__Heilbronn;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__24sep2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Backnang-Schwaebisch-Gmuend__24sep2017;DE_NT-BT_2017__Backnang-Schwaebisch-Gmuend;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Aalen-Heidenheim__24sep2017;DE_NT-BT_2017__Aalen-Heidenheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Karlsruhe-Land__24sep2017;DE_NT-BT_2017__Karlsruhe-Land;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Heidelberg__24sep2017;DE_NT-BT_2017__Heidelberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Mannheim__24sep2017;DE_NT-BT_2017__Mannheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Odenwald-Tauber__24sep2017;DE_NT-BT_2017__Odenwald-Tauber;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bruchsal-Schwetzingen__24sep2017;DE_NT-BT_2017__Bruchsal-Schwetzingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Pforzheim__24sep2017;DE_NT-BT_2017__Pforzheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Freiburg__24sep2017;DE_NT-BT_2017__Freiburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Loerrach-Muellheim__24sep2017;DE_NT-BT_2017__Loerrach-Muellheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Offenburg__24sep2017;DE_NT-BT_2017__Offenburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Waldshut__24sep2017;DE_NT-BT_2017__Waldshut;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Tuebingen__24sep2017;DE_NT-BT_2017__Tuebingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ulm__24sep2017;DE_NT-BT_2017__Ulm;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Biberach__24sep2017;DE_NT-BT_2017__Biberach;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ravensburg__24sep2017;DE_NT-BT_2017__Ravensburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Zollernalb-Sigmaringen__24sep2017;DE_NT-BT_2017__Zollernalb-Sigmaringen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Stuttgart-I__24sep2017;DE_NT-BT_2017__Stuttgart-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Stuttgart-II__24sep2017;DE_NT-BT_2017__Stuttgart-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Boeblingen__24sep2017;DE_NT-BT_2017__Boeblingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Esslingen__24sep2017;DE_NT-BT_2017__Esslingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Goeppingen__24sep2017;DE_NT-BT_2017__Goeppingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Waiblingen__24sep2017;DE_NT-BT_2017__Waiblingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ludwigsburg__24sep2017;DE_NT-BT_2017__Ludwigsburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Neckar-Zaber__24sep2017;DE_NT-BT_2017__Neckar-Zaber;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Karlsruhe-Stadt__24sep2017;DE_NT-BT_2017__Karlsruhe-Stadt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rastatt__24sep2017;DE_NT-BT_2017__Rastatt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rhein-Neckar__24sep2017;DE_NT-BT_2017__Rhein-Neckar;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Calw__24sep2017;DE_NT-BT_2017__Calw;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Emmendingen-Lahr__24sep2017;DE_NT-BT_2017__Emmendingen-Lahr;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rottweil-Tuttlingen__24sep2017;DE_NT-BT_2017__Rottweil-Tuttlingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Schwarzwald-Baar__24sep2017;DE_NT-BT_2017__Schwarzwald-Baar;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Konstanz__24sep2017;DE_NT-BT_2017__Konstanz;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Reutlingen__24sep2017;DE_NT-BT_2017__Reutlingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bodensee__24sep2017;DE_NT-BT_2017__Bodensee;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Altoetting__24sep2017;DE_NT-BT_2017__Altoetting;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Erding-Ebersberg__24sep2017;DE_NT-BT_2017__Erding-Ebersberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Muenchen-Ost__24sep2017;DE_NT-BT_2017__Muenchen-Ost;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rosenheim__24sep2017;DE_NT-BT_2017__Rosenheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bad-Toelz-Wolfratshausen-Miesbach__24sep2017;DE_NT-BT_2017__Bad-Toelz-Wolfratshausen-Miesbach;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Deggendorf__24sep2017;DE_NT-BT_2017__Deggendorf;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Landshut__24sep2017;DE_NT-BT_2017__Landshut;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Passau__24sep2017;DE_NT-BT_2017__Passau;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Straubing__24sep2017;DE_NT-BT_2017__Straubing;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Regensburg__24sep2017;DE_NT-BT_2017__Regensburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bamberg__24sep2017;DE_NT-BT_2017__Bamberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hof__24sep2017;DE_NT-BT_2017__Hof;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Fuerth__24sep2017;DE_NT-BT_2017__Fuerth;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Nuernberg-Sued__24sep2017;DE_NT-BT_2017__Nuernberg-Sued;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Aschaffenburg__24sep2017;DE_NT-BT_2017__Aschaffenburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bad-Kissingen__24sep2017;DE_NT-BT_2017__Bad-Kissingen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Main-Spessart__24sep2017;DE_NT-BT_2017__Main-Spessart;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Schweinfurt__24sep2017;DE_NT-BT_2017__Schweinfurt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Wuerzburg__24sep2017;DE_NT-BT_2017__Wuerzburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Augsburg-Stadt__24sep2017;DE_NT-BT_2017__Augsburg-Stadt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Donau-Ries__24sep2017;DE_NT-BT_2017__Donau-Ries;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Neu-Ulm__24sep2017;DE_NT-BT_2017__Neu-Ulm;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ostallgaeu__24sep2017;DE_NT-BT_2017__Ostallgaeu;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Freising__24sep2017;DE_NT-BT_2017__Freising;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Fuerstenfeldbruck__24sep2017;DE_NT-BT_2017__Fuerstenfeldbruck;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ingolstadt__24sep2017;DE_NT-BT_2017__Ingolstadt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Muenchen-Nord__24sep2017;DE_NT-BT_2017__Muenchen-Nord;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Muenchen-Sued__24sep2017;DE_NT-BT_2017__Muenchen-Sued;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Muenchen-West-Mitte__24sep2017;DE_NT-BT_2017__Muenchen-West-Mitte;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Muenchen-Land__24sep2017;DE_NT-BT_2017__Muenchen-Land;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Starnberg-Landsberg-am-Lech__24sep2017;DE_NT-BT_2017__Starnberg-Landsberg-am-Lech;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Traunstein__24sep2017;DE_NT-BT_2017__Traunstein;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Weilheim__24sep2017;DE_NT-BT_2017__Weilheim;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rottal-Inn__24sep2017;DE_NT-BT_2017__Rottal-Inn;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Amberg__24sep2017;DE_NT-BT_2017__Amberg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bayreuth__24sep2017;DE_NT-BT_2017__Bayreuth;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Coburg__24sep2017;DE_NT-BT_2017__Coburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Kulmbach__24sep2017;DE_NT-BT_2017__Kulmbach;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Ansbach__24sep2017;DE_NT-BT_2017__Ansbach;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Erlangen__24sep2017;DE_NT-BT_2017__Erlangen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Nuernberg-Nord__24sep2017;DE_NT-BT_2017__Nuernberg-Nord;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Roth__24sep2017;DE_NT-BT_2017__Roth;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Augsburg-Land__24sep2017;DE_NT-BT_2017__Augsburg-Land;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Oberallgaeu__24sep2017;DE_NT-BT_2017__Oberallgaeu;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bremen-I__24sep2017;DE_NT-BT_2017__Bremen-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bremen-II-Bremerhaven__24sep2017;DE_NT-BT_2017__Bremen-II-Bremerhaven;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Kassel__24sep2017;DE_NT-BT_2017__Kassel;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Lahn-Dill__24sep2017;DE_NT-BT_2017__Lahn-Dill;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Wiesbaden__24sep2017;DE_NT-BT_2017__Wiesbaden;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hanau__24sep2017;DE_NT-BT_2017__Hanau;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Main-Taunus__24sep2017;DE_NT-BT_2017__Main-Taunus;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Frankfurt-am-Main-I__24sep2017;DE_NT-BT_2017__Frankfurt-am-Main-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Frankfurt-am-Main-II__24sep2017;DE_NT-BT_2017__Frankfurt-am-Main-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Gross-Gerau__24sep2017;DE_NT-BT_2017__Gross-Gerau;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Offenbach__24sep2017;DE_NT-BT_2017__Offenbach;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Darmstadt__24sep2017;DE_NT-BT_2017__Darmstadt;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Odenwald__24sep2017;DE_NT-BT_2017__Odenwald;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Bergstrasse__24sep2017;DE_NT-BT_2017__Bergstrasse;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Waldeck__24sep2017;DE_NT-BT_2017__Waldeck;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Werra-Meissner-Hersfeld-Rotenburg__24sep2017;DE_NT-BT_2017__Werra-Meissner-Hersfeld-Rotenburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Schwalm-Eder__24sep2017;DE_NT-BT_2017__Schwalm-Eder;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Marburg__24sep2017;DE_NT-BT_2017__Marburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Giessen__24sep2017;DE_NT-BT_2017__Giessen;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Fulda__24sep2017;DE_NT-BT_2017__Fulda;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Main-Kinzig-Wetterau-II-Schotten__24sep2017;DE_NT-BT_2017__Main-Kinzig-Wetterau-II-Schotten;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hochtaunus__24sep2017;DE_NT-BT_2017__Hochtaunus;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Wetterau-I__24sep2017;DE_NT-BT_2017__Wetterau-I;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rheingau-Taunus-Limburg__24sep2017;DE_NT-BT_2017__Rheingau-Taunus-Limburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Bergedorf-Harburg__24sep2017;DE_NT-BT_2017__Hamburg-Bergedorf-Harburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Mitte__24sep2017;DE_NT-BT_2017__Hamburg-Mitte;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Altona__24sep2017;DE_NT-BT_2017__Hamburg-Altona;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Eimsbuettel__24sep2017;DE_NT-BT_2017__Hamburg-Eimsbuettel;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Nord__24sep2017;DE_NT-BT_2017__Hamburg-Nord;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Hamburg-Wandsbek__24sep2017;DE_NT-BT_2017__Hamburg-Wandsbek;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rostock-Landkreis-Rostock-II__24sep2017;DE_NT-BT_2017__Rostock-Landkreis-Rostock-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Unterems__24sep2017;DE_NT-BT_2017__Unterems;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Friesland-Wilhelmshaven-Wittmund__24sep2017;DE_NT-BT_2017__Friesland-Wilhelmshaven-Wittmund;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Oldenburg-Ammerland__24sep2017;DE_NT-BT_2017__Oldenburg-Ammerland;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Delmenhorst-Wesermarsch-Oldenburg-Land__24sep2017;DE_NT-BT_2017__Delmenhorst-Wesermarsch-Oldenburg-Land;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Cuxhaven-Stade-II__24sep2017;DE_NT-BT_2017__Cuxhaven-Stade-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Stade-I-Rotenburg-II__24sep2017;DE_NT-BT_2017__Stade-I-Rotenburg-II;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Cloppenburg-Vechta__24sep2017;DE_NT-BT_2017__Cloppenburg-Vechta;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Osterholz-Verden__24sep2017;DE_NT-BT_2017__Osterholz-Verden;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Rotenburg-I-Heidekreis__24sep2017;DE_NT-BT_2017__Rotenburg-I-Heidekreis;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
DE_NT-BT_2017__Harburg__24sep2017;DE_NT-BT_2017__Harburg;DE_NT-BT_2017;24sep2017;regular;popular;;main-election;1;
