pers_id;polca_id;id_nl_pdc_num;id_pdc_code;id_de_manow;id_de_parliament;id_ch_parliament;id_ie_parliament;id_uk_scotparl;wikidata_id;last_name;first_name;other_name;gender;birth_date;death_date;birth_place_raw;citizenship_canton;hometown_raw;title_raw;military_raw;initials;twitter_screen_name;twitter_id;;;;PolCa-PartyWhenEnteredParliament;PolCa-nonpoliticalprepar;PolCa-politicalprepar;ohmura-career-type;ohmura-mandate
CH_Piguet_Andre_1951;;;;;;;;;;Piguet;Andre;;m;1951;;;;;;;;;;;;;;;;;
CH_Piguet_Charles_1986;;;;;;;;;;Piguet;Charles-Emmanuel-Charles;;m;1986;;;;;;;;;;;;;;;;;
CH_Piguet_Christian_1951;;;;;;;;;;Piguet;Christian;;m;1951;;;;;;;;;;;;;;;;;
CH_Piguet_Jean_1950;;;;;;;;;;Piguet;Jean-Claude;;m;1950;;;;;;;;;;;;;;;;;
CH_Piguet_Louis_1904;;;;;;;;;;Piguet;Louis;;;1904;;;;;;;;;;;;;;;;;
CH_Piguet_Marcel_1917;;;;;;;;;;Piguet;Marcel;;;1917;;;;;;;;;;;;;;;;;
CH_Piguet_Marcel_1919;;;;;;;;;;Piguet;Marcel;;;1919;;;;;;;;;;;;;;;;;
CH_Piguet_Olivier_1923;;;;;;;;;;Piguet;Olivier;;m;1923;;;;;;;;;;;;;;;;;
CH_Pilet_Edgar_1924;;;;;;;;;;Pilet;Edgar;;m;1924;;;;;;;;;;;;;;;;;
CH_Pilet_Jean_1956;;;;;;;;;;Pilet;Jean-Christophe;;m;1956;;;;;;;;;;;;;;;;;
CH_Pilgrim_Elsbeth_1943;;;;;;;;;;Pilgrim-Kaech;Elsbeth;;f;1943;;;;;;;;;;;;;;;;;
CH_Piller_Bernhard_1969;;;;;;;;;;Piller;Bernhard;;m;1969;;;;;;;;;;;;;;;;;
CH_Piller_Damien_9999;;;;;;;;;;Piller;Damien;NA;m;NA;;;;;;;;;;;;;;;;;
CH_Piller_Elsa_1989;;;;;;;;;;Piller;Elsa;;f;1989;;;;;;;;;;;;;;;;;
CH_Piller_Itamar_1993;;;;;;;;;;Piller;Itamar;;m;1993;;;;;;;;;;;;;;;;;
CH_Piller_Jean_9999;;;;;;;;;;Piller;Jean-Luc;NA;m;NA;;;;;;;;;;;;;;;;;
CH_Piller_Joseph_1890;;;;;;2945;;;;Piller;Joseph;NA;m;31jul1890;14feb1954;Freiburg;FR;Bonnefontaine (FR);Dr. en droit;NA;;;;;;;;;;;
CH_Piller_Otto_1942;;;;;;166;;;;Piller;Otto;NA;m;26jun1942;NA;Alterswil;FR;Plaffeien (FR); Ing. techn., Dr. in Physik;NA;;;;;;;;;;;
CH_Piller_Valerie_1978;;;;;;4109;;;;Piller-Carrard;Valerie;NA;f;09sep1978;NA;Billens (FR);"FR; FR";"Estavayer-le-Lac (Font) (FR); Dirlaret (FR)";NA;NA;;Valerie_Piller;621159422;;;;;;;;
CH_Pillevuit_Graziella_1930;;;;;;;;;;Pillevuit-Favoreel;Graziella;;f;1930;;;;;;;;;;;;;;;;;
CH_Pillevuit_Louis_1896;;;;;;;;;;Pillevuit;Louis-Francois;NA;NA;1896;;;;;;;;;;;;;;;;;
CH_Pilliard_Remy_1954;;;;;;;;;;Pilliard;Remy;;m;1954;;;;;;;;;;;;;;;;;
CH_Pillonel_Cedric_1976;;;;;;;;;;Pillonel;Cedric;;m;1976;;;;;;;;;;;;;;;;;
CH_Pillonel_Henri_1901;;;;;;;;;;Pillonel;Henri;;;1901;;;;;;;;;;;;;;;;;
CH_Pillonel_Louis_1894;;;;;;;;;;Pillonel;Louis;NA;NA;1894;;;;;;;;;;;;;;;;;
CH_Pillonel_Michel_1943;;;;;;;;;;Pillonel;Michel;;m;1943;;;;;;;;;;;;;;;;;
CH_Pilloud_Charles_1930;;;;;;;;;;Pilloud;Charles;;m;1930;;;;;;;;;;;;;;;;;
CH_Pilloud_Robert_1921;;;;;;;;;;Pilloud;Robert;NA;NA;1921;;;;;;;;;;;;;;;;;
CH_Pilloud_Romain_1996;;;;;;;;;;Pilloud;Romain;;m;1996;;;;;;;;;;;;;;;;;
CH_Pilloud_Victor_1904;;;;;;;;;;Pilloud;Victor;NA;NA;1904;;;;;;;;;;;;;;;;;
CH_Pilloy_Martine_1962;;;;;;;;;;Pilloy-Rossier;Martine;;f;1962;;;;;;;;;;;;;;;;;
CH_Pilly_Daniel_1946;;;;;;;;;;Pilly;Daniel;;m;1946;;;;;;;;;;;;;;;;;
CH_Pingeon_Didier_1943;;;;;;;;;;Pingeon;Didier;;m;1943;;;;;;;;;;;;;;;;;
CH_Pini_Aleardo_1907;;;;;;2947;;;;Pini;Aleardo;NA;m;22nov1907;27feb1958;NA;TI;Biasca (TI);Dre. in legge;NA;;;;;;;;;;;
CH_Pini_Massimo_1936;;;;;;167;;;;Pini;Massimo;NA;m;29nov1936;18jun2003;Biasca (TI);TI;Biasca (TI);NA;NA;;;;;;;;;;;
CH_Pini_Nicola_1984;;;;;;;;;;Pini;Nicola;;m;1984;;;;;;;;;;;;;;;;;
CH_Pinkus_Andre_1942;;;;;;;;;;Pinkus;Andre;;;1942;;;;;;;;;;;;;;;;;
CH_Pinkus_Marco_1939;;;;;;;;;;Pinkus;Marco;NA;NA;1939;;;;;;;;;;;;;;;;;
CH_Pinkus_Moira_1996;;;;;;;;;;Pinkus;Moira;;f;1996;;;;;;;;;;;;;;;;;
CH_Pinkus_Theodor_1909;;;;;;;;;;Pinkus;Theodor;;m;1909;;;;;;;;;;;;;;;;;
CH_Pinoia_Innocente_1927;;;;;;;;;;Pinoia;Innocente;NA;NA;1927;;;;;;;;;;;;;;;;;
CH_Pinoja_Gabriele_1961;;;;;;;;;;Pinoja;Gabriele;;m;1961;;;;;;;;;;;;;;;;;
CH_Pinoja_Innocente_1927;;;;;;;;;;Pinoja;Innocente;;m;1927;;;;;;;;;;;;;;;;;
CH_Pinson_Gavriel_1956;;;;;;;;;;Pinson;Gavriel;;m;1956;;;;;;;;;;;;;;;;;
CH_Pinto_Cyrill_1981;;;;;;;;;;Pinto;Cyrill;;m;1981;;;;;;;;;;;;;;;;;
CH_Pinto_Halua_1986;;;;;;;;;;Pinto-deMagalhaes;Halua;;m;1986;;;;;;;;;;;;;;;;;
CH_Pinto_Helene_1968;;;;;;;;;;Pinto-Lischer;Helene;;f;1968;;;;;;;;;;;;;;;;;
CH_Pinto_Jean_1966;;;;;;;;;;Pinto;Jean-Philippe;;m;1966;;;;;;;;;;;;;;;;;
CH_Pioda_Conny_1975;;;;;;;;;;Pioda;Conny;;f;1975;;;;;;;;;;;;;;;;;
CH_Piot_Jacques_1952;;;;;;;;;;Piot;Jacques;;m;1952;;;;;;;;;;;;;;;;;
CH_Piot_Robert_1899;;;;;;2950;;;;Piot;Robert;NA;m;16apr1899;20aug1978;Thierrens;VD;Thierrens (VD);NA;NA;;;;;;;;;;;
CH_Piquerez_Alain_1989;;;;;;;;;;Piquerez;Alain;;m;1989;;;;;;;;;;;;;;;;;
CH_Piquerez_Hubert_1909;;;;;;;;;;Piquerez;Hubert;NA;NA;1909;;;;;;;;;;;;;;;;;
CH_Piquerez_Jerome_1979;;;;;;;;;;Piquerez;Jerome;;m;1979;;;;;;;;;;;;;;;;;
CH_Piquerez_Olivier_1971;;;;;;;;;;Piquerez;Olivier;;m;1971;;;;;;;;;;;;;;;;;
CH_Piquilloud_Roger_1945;;;;;;;;;;Piquilloud;Roger;;m;1945;;;;;;;;;;;;;;;;;
CH_Piras_Davide_1967;;;;;;;;;;Piras;Davide;;m;1967;;;;;;;;;;;;;;;;;
CH_Piras_Ruth_1974;;;;;;;;;;Piras-Burch;Ruth;;f;1974;;;;;;;;;;;;;;;;;
CH_Pirat_Alain_1961;;;;;;;;;;Pirat;Alain;;m;1961;;;;;;;;;;;;;;;;;
CH_Pircher_Manfred_1950;;;;;;;;;;Pircher;Manfred;;m;1950;;;;;;;;;;;;;;;;;
CH_Pirola_Roberto_1961;;;;;;;;;;Pirola;Roberto-Luigi;;m;1961;;;;;;;;;;;;;;;;;
CH_Pirolet_Alfred_1917;;;;;;;;;;Pirolet;Alfred;;m;1917;;;;;;;;;;;;;;;;;
CH_Pirolli_Carmen_1985;;;;;;;;;;Pirolli;Carmen;;f;1985;;;;;;;;;;;;;;;;;
CH_Pirovano_Ruggero_1932;;;;;;;;;;Pirovano;Ruggero;NA;m;1932;;;;;;;;;;;;;;;;;
CH_Pirrello_Stephane_1974;;;;;;;;;;Pirrello;Stephane;;m;1974;;;;;;;;;;;;;;;;;
CH_Piskoty_Reka_1994;;;;;;;;;;Piskoty;Reka;;f;1994;;;;;;;;;;;;;;;;;
CH_Pistis_Sandro_1972;;;;;;;;;;Pistis;Sandro;;m;1972;;;;;;;;;;;;;;;;;
CH_Pitetti_Fabien_1986;;;;;;;;;;Pitetti;Fabien;;m;1986;;;;;;;;;;;;;;;;;
CH_Pitetti_Jean_1962;;;;;;;;;;Pitetti;Jean-Francois;;m;1962;;;;;;;;;;;;;;;;;
CH_Pitta_Nadia_1974;;;;;;;;;;Pitta;Nadia;;f;1974;;;;;;;;;;;;;;;;;
CH_Pitteloud_Albert_1950;;;;;;;;;;Pitteloud;Albert;NA;m;1950;;;;;;;;;;;;;;;;;
CH_Pitteloud_Francoise_1951;;;;;;759;;;;Pitteloud;Francoise;NA;f;03aug1951;NA;Martigny;VS;"Vex (VS); Blitzingen (VS)";NA;NA;;;;;;;;;;;
CH_Pitteloud_Jean_1934;;;;;;;;;;Pitteloud;Jean;;m;1934;;;;;;;;;;;;;;;;;
CH_Pitteloud_Jean_1965;;;;;;;;;;Pitteloud;Jean-Daniel;;m;1965;;;;;;;;;;;;;;;;;
CH_Pitteloud_Roger_1934;;;;;;;;;;Pitteloud;Roger;;m;1934;;;;;;;;;;;;;;;;;
CH_Pittet_Evelyne_1945;;;;;;;;;;Pittet;Evelyne;;f;1945;;;;;;;;;;;;;;;;;
CH_Pittet_Isabelle_1967;;;;;;;;;;Pittet;Isabelle;;f;1967;;;;;;;;;;;;;;;;;
CH_Pittet_Michel_1938;;;;;;;;;;Pittet;Michel;;m;1938;;;;;;;;;;;;;;;;;
CH_Pittet_Pierre_1950;;;;;;;;;;Pittet;Pierre;;m;1950;;;;;;;;;;;;;;;;;
CH_Pittet_Roger_1907;;;;;;;;;;Pittet;Roger;;;1907;;;;;;;;;;;;;;;;;
CH_Pittet_Yvette_1967;;;;;;;;;;Pittet-Crot;Yvette;;f;1967;;;;;;;;;;;;;;;;;
CH_Pittex_Claude_1938;;;;;;;;;;Pittex;Claude;;m;1938;;;;;;;;;;;;;;;;;
CH_Pitton_Gaston_1946;;;;;;;;;;Pitton;Gaston;NA;NA;1946;;;;;;;;;;;;;;;;;
CH_Piwnik_Simcha_1957;;;;;;;;;;Piwnik;Simcha;;m;1957;;;;;;;;;;;;;;;;;
CH_Plaas_Saskia_1977;;;;;;;;;;Plaas;Saskia;;;1977;;;;;;;;;;;;;;;;;
CH_Planche_Jeanne_1977;;;;;;;;;;Planche;Jeanne;;f;1977;;;;;;;;;;;;;;;;;
CH_Planche_Patrick_1973;;;;;;;;;;Planche;Patrick;;m;1973;;;;;;;;;;;;;;;;;
CH_Planche_Peter_1940;;;;;;;;;;Planche;Peter;;m;1940;;;;;;;;;;;;;;;;;
CH_Plancherel_Jean_1944;;;;;;;;;;Plancherel;Jean-Pierre;;m;1944;;;;;;;;;;;;;;;;;
CH_Plancherel_Martin_1953;;;;;;;;;;Plancherel;Martin;;m;1953;;;;;;;;;;;;;;;;;
CH_Planta_Peter_1900;;;;;;;;;;Planta;Peter-Conradin;NA;NA;1900;;;;;;;;;;;;;;;;;
CH_Planta_Rudolf_1888;;;;;;;;;;Planta;Rudolf;NA;m;11oct1888;23oct1965;NA;;;;;;;;;;;;;;;
CH_Planzer_Gusti_1971;;;;;;;;;;Planzer;Gusti;;m;1971;;;;;;;;;;;;;;;;;
CH_Planzer_Nico_1995;;;;;;;;;;Planzer;Nico;;m;1995;;;;;;;;;;;;;;;;;
CH_Plaschy_Dario_1977;;;;;;;;;;Plaschy;Dario;;m;1977;;;;;;;;;;;;;;;;;
CH_Plattner_Gian_1939;;;;;;168;;;;Plattner;Gian-Reto;NA;m;10dec1939;07dec2009;Zuerich (ZH);GR;Untervaz (GR);Prof. Dr.;NA;;;;;;;;;;;
CH_Plattner_Marianne_1944;;;;;;;;;;Plattner-Hunkeler;Marianne;;f;1944;;;;;;;;;;;;;;;;;
CH_Plebani_Giuseppe_1967;;;;;;;;;;Plebani;Giuseppe;;m;1967;;;;;;;;;;;;;;;;;
CH_Pleisch_Hans_1948;;;;;;;;;;Pleisch;Hans-Peter;;m;1948;;;;;;;;;;;;;;;;;
CH_Pleithner_Karl_1967;;;;;;;;;;Pleithner;Karl;;m;1967;;;;;;;;;;;;;;;;;
CH_Pleury_Daniel_1911;;;;;;;;;;Pleury;Daniel;;;1911;;;;;;;;;;;;;;;;;
CH_Plisch_Robin_1994;;;;;;;;;;Plisch;Robin;;m;1994;;;;;;;;;;;;;;;;;
CH_Plomb_Hugues_1944;;;;;;;;;;Plomb;Hugues;;m;1944;;;;;;;;;;;;;;;;;
CH_Plozza_Dario_1917;;;;;;;;;;Plozza;Dario;NA;NA;1917;;;;;;;;;;;;;;;;;
CH_Plozza_Rodolfo_1950;;;;;;;;;;Plozza;Rodolfo;;m;1950;;;;;;;;;;;;;;;;;
CH_Pluess_Andreas_1989;;;;;;;;;;Pluess;Andreas;;m;1989;;;;;;;;;;;;;;;;;
CH_Pluess_Cornelia_1967;;;;;;;;;;Pluess;Cornelia;;f;1967;;;;;;;;;;;;;;;;;
CH_Pluess_Danilo_1965;;;;;;;;;;Pluess;Danilo;;m;1965;;;;;;;;;;;;;;;;;
CH_Pluess_Erwin_1936;;;;;;;;;;Pluess;Erwin;;m;1936;;;;;;;;;;;;;;;;;
CH_Pluess_Gabriele_1954;;;;;;;;;;Pluess-Schneider;Gabriele;;f;1954;;;;;;;;;;;;;;;;;
CH_Pluess_Hans_1964;;;;;;;;;;Pluess;Hans-Peter;;m;1964;;;;;;;;;;;;;;;;;
CH_Pluess_Peter_1968;;;;;;;;;;Pluess;Peter;;m;1968;;;;;;;;;;;;;;;;;
CH_Pluess_Urs_1961;;;;;;;;;;Pluess;Urs;;m;1961;;;;;;;;;;;;;;;;;
CH_Pluess_Urs_1970;;;;NA;;;;;;Pluess;Urs;;m;1970;;;;;;;;;;;;;;;;;
CH_Pochon_Charles_1947;;;;;;;;;;Pochon;Charles-Henri;;m;1947;;;;;;;;;;;;;;;;;
CH_Pochon_Marie_1983;;;;;;;;;;Pochon-Loye;Marie;;f;1983;;;;;;;;;;;;;;;;;
CH_Poehm_Matthias_1960;;;;;;;;;;Poehm;Matthias;;m;1960;;;;;;;;;;;;;;;;;
CH_Poertner_Stephan_1965;;;;;;;;;;Poertner;Stephan;;m;1965;;;;;;;;;;;;;;;;;
CH_Poget_Pierre_1943;;;;;;;;;;Poget;Pierre;;m;1943;;;;;;;;;;;;;;;;;
CH_Poggi_Donatello_1956;;;;;;;;;;Poggi;Donatello;;m;1956;;;;;;;;;;;;;;;;;
CH_Poggia_Mauro_1959;;;;;;4092;;;;Poggia;Mauro;NA;m;25apr1959;NA;Moutier (BE);GE;Meyrin (GE);NA;Soldat;;MauroPoggia;1014806496;;;;;;;;
CH_Pogliani_Andrea_1963;;;;;;;;;;Pogliani;Andrea;;m;1963;;;;;;;;;;;;;;;;;
CH_Pointet_Francois_1969;;;;;;;;;;Pointet;Francois;;m;1969;;;;;;;;;;;;;;;;;
CH_Poitry_Alain_1950;;;;;;;;;;Poitry;Alain-Valery;;m;1950;;;;;;;;;;;;;;;;;
CH_Pokerschnig_Jasmin_1962;;;;;;;;;;Pokerschnig;Jasmin;;f;1962;;;;;;;;;;;;;;;;;
CH_Poletti_Elisabeth_1942;;;;;;;;;;Poletti-Scherz;Elisabeth;;f;1942;;;;;;;;;;;;;;;;;
CH_Poli_Mauro_1960;;;;;;;;;;Poli;Mauro-Fernando;;m;1960;;;;;;;;;;;;;;;;;
CH_Poli_Samuel_1993;;;;;;;;;;Poli;Samuel;;m;1993;;;;;;;;;;;;;;;;;
CH_Polla_Barbara_1950;;;;;;501;;;;Polla;Barbara;NA;f;07mar1950;NA;Geneve 8 (GE);GE;Genf (GE);Dr. med. FMH, FAMH;NA;;;;;;;;;;;
CH_Polli_Davide_1952;;;;;;;;;;Polli;Davide;NA;m;1952;;;;;;;;;;;;;;;;;
CH_Polli_Maristella_1945;;;;;;;;;;Polli;Maristella;;f;1945;;;;;;;;;;;;;;;;;
CH_Pollini_Manuela_1959;;;;;;;;;;Pollini;Manuela;;f;1959;;;;;;;;;;;;;;;;;
CH_Polo_Carlos_1969;;;;;;;;;;Polo;Carlos;;m;1969;;;;;;;;;;;;;;;;;
CH_Polonovski_Brigitte_1945;;;;;;;;;;Polonovski-Vauclair;Brigitte;;f;1945;;;;;;;;;;;;;;;;;
CH_Poltera_Brigitte_1936;;;;;;;;;;Poltera-Vogt;Brigitte;;f;1936;;;;;;;;;;;;;;;;;
CH_Poma_Paolo_9999;;;;;;;;;;Poma;Paolo;NA;m;NA;;;;;;;;;;;;;;;;;
CH_Pommaz_Daniele_1952;;;;;;;;;;Pommaz-Rey-Mermet;Daniele;;f;1952;;;;;;;;;;;;;;;;;
CH_Pompizi_Lea_1996;;;;;;;;;;Pompizi;Lea;;f;1996;;;;;;;;;;;;;;;;;
CH_Poncet_Charles_1946;;;;;;169;;;;Poncet;Charles;NA;m;31dec1946;NA;Geneve;GE;Geneve (GE);Lie. Dr en droit;NA;;;;;;;;;;;
CH_Poncet_Gabriel_1940;;;;;;;;;;Poncet;Gabriel;;m;1940;;;;;;;;;;;;;;;;;
CH_Poncet_Jean_1895;;;;;;;;;;Poncet;Jean;NA;NA;1895;;;;;;;;;;;;;;;;;
CH_Poncet_Pierre_1959;;;;;;;;;;Poncet;Pierre-Laurent;;m;1959;;;;;;;;;;;;;;;;;
CH_Ponnuthurai_Tiba_1996;;;;;;;;;;Ponnuthurai;Tiba;;f;1996;;;;;;;;;;;;;;;;;
CH_Pont_Joseph_1926;;;;;;;;;;Pont;Joseph;;m;1926;;;;;;;;;;;;;;;;;
CH_Ponti_Joseph_1924;;;;;;;;;;Ponti;Joseph;;m;1924;;;;;;;;;;;;;;;;;
CH_Ponti_Susan_1984;;;;;;;;;;Ponti;Susan;;f;1984;;;;;;;;;;;;;;;;;
CH_Ponzio_Monique_1967;;;;;;;;;;Ponzio-Corneo;Monique;;f;1967;;;;;;;;;;;;;;;;;
CH_Poopalapillai_Mathuran_1990;;;;;;;;;;Poopalapillai;Mathuran;;m;1990;;;;;;;;;;;;;;;;;
CH_Pop_Olga_1950;;;;;;;;;;Pop;Olga;;f;1950;;;;;;;;;;;;;;;;;
CH_Popescu_Reynalde_1961;;;;;;;;;;Popescu-Pralong;Reynalde;;f;1961;;;;;;;;;;;;;;;;;
CH_Popp_Hans_1930;;;;;;;;;;Popp;Hans;;m;1930;;;;;;;;;;;;;;;;;
CH_Popp_Oliver_1966;;;;;;;;;;Popp;Oliver;;m;1966;;;;;;;;;;;;;;;;;
CH_Popp_Ulrich_1937;;;;;;;;;;Popp;Ulrich;;m;1937;;;;;;;;;;;;;;;;;
CH_Porchet_Andre_1936;;;;;;;;;;Porchet;Andre;;m;1936;;;;;;;;;;;;;;;;;
CH_Porchet_Leonore_1989;;;;;;;;;;Porchet;Leonore;;f;1989;;;;;;;;;;;;;;;;;
CH_Porchet_Marcello_1944;;;;;;;;;;Porchet;Marcello;;m;1944;;;;;;;;;;;;;;;;;
CH_Porchet_Pierre_1920;;;;;;;;;;Porchet;Pierre;;m;1920;;;;;;;;;;;;;;;;;
CH_Pordenone_Gian_1970;;;;;;;;;;Pordenone;Gian-Franco;;m;1970;;;;;;;;;;;;;;;;;
CH_Porenta_Noe_1951;;;;;;;;;;Porenta;Noe-Noc;;m;1951;;;;;;;;;;;;;;;;;
CH_Porri_Catia_1950;;;;;;;;;;Porri;Catia;;f;1950;;;;;;;;;;;;;;;;;
CH_Porta_Laetitia_1970;;;;;;;;;;Porta;Laetitia;;f;1970;;;;;;;;;;;;;;;;;
CH_Portavecchia_Silvio_1984;;;;;;;;;;Portavecchia;Silvio;;m;1984;;;;;;;;;;;;;;;;;
CH_Portenier_Ernst_1898;;;;;;;;;;Portenier;Ernst;NA;NA;1898;;;;;;;;;;;;;;;;;
CH_Portmann_Alfred_1899;;;;;;;;;;Portmann;Alfred;NA;NA;1899;;;;;;;;;;;;;;;;;
CH_Portmann_Alois_1934;;;;;;;;;;Portmann;Alois;;m;1934;;;;;;;;;;;;;;;;;
CH_Portmann_Anton_1942;;;;;;;;;;Portmann;Anton;;m;1942;;;;;;;;;;;;;;;;;
CH_Portmann_Barbara_1975;;;;;;;;;;Portmann-Mueller;Barbara;;f;1975;;;;;;;;;;;;;;;;;
CH_Portmann_Beate_1952;;;;;;;;;;Portmann;Beate;;f;1952;;;;;;;;;;;;;;;;;
CH_Portmann_Bluette_1960;;;;;;;;;;Portmann-Siegrist;Bluette;;f;1960;;;;;;;;;;;;;;;;;
CH_Portmann_Christoph_1966;;;;;;;;;;Portmann;Christoph;;m;1966;;;;;;;;;;;;;;;;;
CH_Portmann_Cornelia_1961;;;;;;;;;;Portmann-Buzzi;Cornelia;;f;1961;;;;;;;;;;;;;;;;;
CH_Portmann_Dominik_1984;;;;;;;;;;Portmann;Dominik;;m;1984;;;;;;;;;;;;;;;;;
CH_Portmann_Edith_1928;;;;;;;;;;Portmann;Edith;;f;1928;;;;;;;;;;;;;;;;;
CH_Portmann_Ernst_1946;;;;;;;;;;Portmann;Ernst;;m;1946;;;;;;;;;;;;;;;;;
CH_Portmann_Hans_1963;;;;;;4141;;;;Portmann;Hans-Peter;NA;m;22feb1963;NA;Buelach (ZH);"ZH; LU";"Zuerich (ZH); Sempach (LU)";NA;Oberst aD;;HPPortmann;109517535;;;;;;;;
CH_Portmann_Hanspeter_1963;;;;;;;;;;Portmann;Hanspeter;;m;1963;;;;;;;;;;;;;;;;;
CH_Portmann_Henry_1930;;;;;;;;;;Portmann;Henry-L;;m;1930;;;;;;;;;;;;;;;;;
CH_Portmann_Hugo_1927;;;;;;;;;;Portmann;Hugo;;m;1927;;;;;;;;;;;;;;;;;
CH_Portmann_Jacques_1931;;;;;;;;;;Portmann;Jacques;;m;1931;;;;;;;;;;;;;;;;;
CH_Portmann_Jean_1956;;;;;;;;;;Portmann;Jean-Luc;;m;1956;;;;;;;;;;;;;;;;;
CH_Portmann_Madlen_1986;;;;;;;;;;Portmann;Madlen;;f;1986;;;;;;;;;;;;;;;;;
CH_Portmann_Monika_1953;;;;;;;;;;Portmann-Meier;Monika;;f;1953;;;;;;;;;;;;;;;;;
CH_Portmann_Patrick_1989;;;;;;;;;;Portmann;Patrick;;m;1989;;;;;;;;;;;;;;;;;
CH_Portmann_Pierre_1989;;;;;;;;;;Portmann;Pierre;;m;1989;;;;;;;;;;;;;;;;;
CH_Portmann_Robert_1934;;;;;;;;;;Portmann;Robert;;m;1934;;;;;;;;;;;;;;;;;
CH_Portmann_Rolf_1952;;;;;;;;;;Portmann;Rolf;;m;1952;;;;;;;;;;;;;;;;;
CH_Portmann_Theo_1942;;;;;;760;;;;Portmann;Theo-Christian;NA;m;19nov1942;27dec2015;Chur;"GR; LU";"Lumbrein (GR); Schuepfheim (LU)";Dr. iur.;NA;;;;;;;;;;;
CH_Portner_Carlo_1946;;;;;;;;;;Portner;Carlo;;m;1946;;;;;;;;;;;;;;;;;
CH_Portner_Michael_1989;;;;;;;;;;Portner;Michael;;m;1989;;;;;;;;;;;;;;;;;
CH_Portner_Ulrich_1943;;;;;;;;;;Portner;Ulrich;;m;1943;;;;;;;;;;;;;;;;;
CH_Portner_Walter_1928;;;;;;;;;;Portner;Walter;;m;1928;;;;;;;;;;;;;;;;;
CH_Possu_Silvia_1950;;;;;;;;;;Possu-Estay;Silvia;;f;1950;;;;;;;;;;;;;;;;;
CH_Potterat_Albert_1899;;;;;;;;;;Potterat;Albert;NA;NA;1899;;;;;;;;;;;;;;;;;
CH_Potterat_Evelyne_1906;;;;;;;;;;Potterat;Evelyne;;f;1906;;;;;;;;;;;;;;;;;
CH_Potzmader_Tanja_1973;;;;;;;;;;Potzmader;Tanja;;f;1973;;;;;;;;;;;;;;;;;
CH_Pougnier_Albert_1885;;;;;;;;;;Pougnier;Albert;NA;NA;1885;;;;;;;;;;;;;;;;;
CH_Pouly_Edouard_1922;;;;;;;;;;Pouly;Edouard;;;1922;;;;;;;;;;;;;;;;;
CH_Poupon_Nicolas_1983;;;;;;;;;;Poupon;Nicolas;;m;1983;;;;;;;;;;;;;;;;;
CH_Pour_Dariyusch_1990;;;;;;;;;;Pour-Mohsen;Dariyusch;;m;1990;;;;;;;;;;;;;;;;;
CH_Pousaz_Nelly_1948;;;;;;;;;;Pousaz;Nelly;;f;1948;;;;;;;;;;;;;;;;;
CH_Pozner_Morena_1967;;;;;;;;;;Pozner;Morena;;f;1967;;;;;;;;;;;;;;;;;
CH_Pozzi_Cuno_1937;;;;;;;;;;Pozzi;Cuno;;m;1937;;;;;;;;;;;;;;;;;
CH_Pozzi_Jean_1892;;;;;;2964;;;;Pozzi;Jean;NA;m;26jun1892;07dec1961;Wattwil (Toggenburg);TI;Genestrerio (TI);NA;NA;;;;;;;;;;;
CH_Pozzoli_Claudio_9999;;;;;;;;;;Pozzoli;Claudio;NA;m;NA;;;;;;;;;;;;;;;;;
CH_Pozzoli_Giuliano_1941;;;;;;;;;;Pozzoli;Giuliano;;m;1941;;;;;;;;;;;;;;;;;
CH_Pradervand_Jean_1908;;;;;;2965;;;;Pradervand;Jean-Pierre;NA;m;23nov1908;07jun1996;Avenches;VD;Corcelles-pres-Payerne (VD);NA;NA;;;;;;;;;;;
CH_Pradervand_Marc_1962;;;;;;;;;;Pradervand;Marc-Andre;;m;1962;;;;;;;;;;;;;;;;;
CH_Prahin_Jeanne_1950;;;;;;;;;;Prahin;Jeanne;;f;1950;;;;;;;;;;;;;;;;;
CH_Pralong_Albert_1919;;;;;;;;;;Pralong;Albert;;m;1919;;;;;;;;;;;;;;;;;
CH_Prati_Mario_1939;;;;;;;;;;Prati;Mario;;m;1939;;;;;;;;;;;;;;;;;
CH_Prats_Viviane_1960;;;;;;;;;;Prats;Viviane;;f;1960;;;;;;;;;;;;;;;;;
CH_Prawdzic_Nikolai_1989;;;;;;;;;;Prawdzic;Nikolai;;m;1989;;;;;;;;;;;;;;;;;
CH_Praxmarer_Fritz_1948;;;;;;;;;;Praxmarer;Fritz;;m;1948;;;;;;;;;;;;;;;;;
CH_Praxmarer_Hans_1929;;;;;;;;;;Praxmarer;Hans;;m;1929;;;;;;;;;;;;;;;;;
CH_Praxmarer_Theo_1935;;;;;;;;;;Praxmarer;Theo;;m;1935;;;;;;;;;;;;;;;;;
CH_Praz_Sandrine_1992;;;;;;;;;;Praz;Sandrine;;f;1992;;;;;;;;;;;;;;;;;
CH_Prefin_Hansjuerg_1933;;;;;;;;;;Prefin;Hansjuerg;NA;NA;1933;;;;;;;;;;;;;;;;;
CH_Preis_Lukas_1961;;;;;;;;;;Preis;Lukas;;m;1961;;;;;;;;;;;;;;;;;
CH_Preisig_Daniel_1976;;;;;;;;;;Preisig;Daniel;;m;1976;;;;;;;;;;;;;;;;;
CH_Preisig_Jakob_1909;;;;;;;;;;Preisig;Jakob;;;1909;;;;;;;;;;;;;;;;;
CH_Preisig_Marta_1954;;;;;;;;;;Preisig;Marta;;f;1954;;;;;;;;;;;;;;;;;
